id_producao,id_data,id_maquina,id_turno,tempo_disponivel_min,tempo_paradas_planejadas_min,tempo_paradas_naoplan_min,tempo_operacao_min,qtd_planejada,qtd_produzida,qtd_refugo,qtd_retrabalho,tempo_ciclo_ideal_seg
3250,100,8,1,480,31,38,411,2000,1668,61,22,7.0
3251,100,8,2,480,41,49,390,2000,1833,72,31,7.0
3252,100,8,3,480,37,43,400,2000,1836,67,19,7.0
3253,100,9,1,480,57,8,415,2000,1815,68,25,7.5
3254,100,9,2,480,31,51,398,2000,1853,83,25,7.5
3255,100,9,3,480,57,25,398,2000,1793,77,31,7.5
3256,100,10,1,480,50,35,395,4000,3065,101,35,2.5
3257,100,10,2,480,34,119,327,4000,3438,88,25,2.5
3258,100,10,3,480,34,95,351,4000,3254,106,33,2.5
3259,100,11,1,480,39,17,424,4000,3131,74,30,2.7
3260,100,11,2,480,39,26,415,4000,3187,115,32,2.7
3261,100,11,3,480,50,26,404,4000,3186,85,29,2.7
3262,100,12,1,480,51,34,395,2000,1853,67,28,8.0
3263,100,12,2,480,34,31,415,2000,1673,50,21,8.0
3264,100,12,3,480,36,25,419,2000,1876,70,30,8.0
3265,101,1,1,480,41,36,403,3000,2252,77,26,4.5
3266,101,1,2,480,42,19,419,3000,2295,96,34,4.5
3267,101,1,3,480,37,24,419,3000,2451,98,20,4.5
3268,101,2,1,480,59,39,382,3000,2756,97,29,4.8
3269,101,2,2,480,47,38,395,3000,2557,78,22,4.8
3270,101,2,3,480,43,15,422,3000,2661,91,27,4.8
3271,101,3,1,480,53,94,333,3000,2268,71,28,5.0
3272,101,3,2,480,35,95,350,3000,2846,118,23,5.0
3273,101,3,3,480,47,99,334,3000,2314,100,49,5.0
3274,101,4,1,480,60,92,328,2000,1814,61,20,6.0
3275,101,4,2,480,36,79,365,2000,1622,60,24,6.0
3276,101,4,3,480,54,78,348,2000,1926,60,18,6.0
3277,101,5,1,480,32,6,442,2000,1612,62,13,6.2
3278,101,5,2,480,31,50,399,2000,1927,75,32,6.2
3279,101,5,3,480,51,43,386,2000,1772,68,32,6.2
3280,101,6,1,480,42,24,414,4000,3672,113,41,3.5
3281,101,6,2,480,31,12,437,4000,3853,132,37,3.5
3282,101,6,3,480,60,20,400,4000,3223,103,47,3.5
3283,101,7,1,480,38,43,399,4000,3792,167,47,3.8
3284,101,7,2,480,57,23,400,4000,3076,140,44,3.8
3285,101,7,3,480,57,46,377,4000,3905,129,59,3.8
3286,101,8,1,480,40,51,389,2000,1675,57,12,7.0
3287,101,8,2,480,35,54,391,2000,1524,69,27,7.0
3288,101,8,3,480,55,47,378,2000,1829,58,27,7.0
3289,101,9,1,480,43,7,430,2000,1660,52,21,7.5
3290,101,9,2,480,30,19,431,2000,1912,59,14,7.5
3291,101,9,3,480,57,49,374,2000,1784,54,17,7.5
3292,101,10,1,480,54,114,312,4000,3678,94,32,2.5
3293,101,10,2,480,52,100,328,4000,3877,93,25,2.5
3294,101,10,3,480,35,104,341,4000,3364,110,42,2.5
3295,101,11,1,480,48,15,417,4000,3601,114,43,2.7
3296,101,11,2,480,37,7,436,4000,3915,106,41,2.7
3297,101,11,3,480,58,51,371,4000,3389,114,56,2.7
3298,101,12,1,480,31,5,444,2000,1686,76,18,8.0
3299,101,12,2,480,56,27,397,2000,1918,84,41,8.0
3300,101,12,3,480,60,27,393,2000,1571,49,19,8.0
3301,102,1,1,480,32,8,440,3000,2497,77,30,4.5
3302,102,1,2,480,30,44,406,3000,2327,105,27,4.5
3303,102,1,3,480,30,19,431,3000,2860,113,30,4.5
3304,102,2,1,480,32,45,403,3000,2861,100,42,4.8
3305,102,2,2,480,47,25,408,3000,2939,114,51,4.8
3306,102,2,3,480,37,53,390,3000,2508,86,20,4.8
3307,102,3,1,480,46,93,341,3000,2656,119,51,5.0
3308,102,3,2,480,59,119,302,3000,2670,82,37,5.0
3309,102,3,3,480,37,83,360,3000,2636,80,38,5.0
3310,102,4,1,480,44,117,319,2000,1749,69,28,6.0
3311,102,4,2,480,40,119,321,2000,1602,66,15,6.0
3312,102,4,3,480,35,77,368,2000,1726,62,15,6.0
3313,102,5,1,480,59,6,415,2000,1655,63,25,6.2
3314,102,5,2,480,53,32,395,2000,1566,70,19,6.2
3315,102,5,3,480,45,13,422,2000,1751,69,28,6.2
3316,102,6,1,480,55,52,373,4000,3293,146,38,3.5
3317,102,6,2,480,51,49,380,4000,3014,101,35,3.5
3318,102,6,3,480,41,38,401,4000,3234,100,42,3.5
3319,102,7,1,480,50,18,412,4000,3918,177,84,3.8
3320,102,7,2,480,47,48,385,4000,3566,114,44,3.8
3321,102,7,3,480,43,13,424,4000,3814,145,59,3.8
3322,102,8,1,480,31,23,426,2000,1745,61,17,7.0
3323,102,8,2,480,55,60,365,2000,1500,56,19,7.0
3324,102,8,3,480,44,5,431,2000,1518,65,16,7.0
3325,102,9,1,480,39,38,403,2000,1539,70,20,7.5
3326,102,9,2,480,60,41,379,2000,1559,71,29,7.5
3327,102,9,3,480,30,15,435,2000,1729,65,15,7.5
3328,102,10,1,480,60,108,312,4000,3227,121,53,2.5
3329,102,10,2,480,45,88,347,4000,3139,107,25,2.5
3330,102,10,3,480,30,88,362,4000,3194,95,41,2.5
3331,102,11,1,480,47,31,402,4000,3077,87,36,2.7
3332,102,11,2,480,45,49,386,4000,3202,118,57,2.7
3333,102,11,3,480,60,41,379,4000,3743,87,22,2.7
3334,102,12,1,480,53,29,398,2000,1646,76,33,8.0
3335,102,12,2,480,43,46,391,2000,1585,72,32,8.0
3336,102,12,3,480,59,28,393,2000,1900,65,14,8.0
3337,103,1,1,480,34,17,429,3000,2701,85,25,4.5
3338,103,1,2,480,49,48,383,3000,2718,115,30,4.5
3339,103,1,3,480,47,38,395,3000,2441,83,22,4.5
3340,103,2,1,480,47,46,387,3000,2646,94,41,4.8
3341,103,2,2,480,45,43,392,3000,2815,121,58,4.8
3342,103,2,3,480,31,21,428,3000,2509,87,39,4.8
3343,103,3,1,480,37,69,374,3000,2268,95,30,5.0
3344,103,3,2,480,46,33,401,3000,2866,98,26,5.0
3345,103,3,3,480,40,79,361,3000,2483,79,32,5.0
3346,103,4,1,480,46,63,371,2000,1926,64,17,6.0
3347,103,4,2,480,47,79,354,2000,1853,69,30,6.0
3348,103,4,3,480,54,56,370,2000,1841,76,20,6.0
3349,103,5,1,480,41,29,410,2000,1789,76,35,6.2
3350,103,5,2,480,57,17,406,2000,1943,77,36,6.2
3351,103,5,3,480,31,38,411,2000,1911,57,27,6.2
3352,103,6,1,480,44,16,420,4000,3734,120,38,3.5
3353,103,6,2,480,50,52,378,4000,3268,104,45,3.5
3354,103,6,3,480,32,6,442,4000,3287,108,40,3.5
3355,103,7,1,480,51,32,397,4000,3112,103,49,3.8
3356,103,7,2,480,59,40,381,4000,3227,150,47,3.8
3357,103,7,3,480,44,60,376,4000,3494,113,28,3.8
3358,103,8,1,480,57,59,364,2000,1503,65,23,7.0
3359,103,8,2,480,38,21,421,2000,1809,67,15,7.0
3360,103,8,3,480,56,29,395,2000,1847,62,12,7.0
3361,103,9,1,480,41,39,400,2000,1950,71,14,7.5
3362,103,9,2,480,36,9,435,2000,1821,68,24,7.5
3363,103,9,3,480,54,51,375,2000,1564,62,30,7.5
3364,103,10,1,480,50,84,346,4000,3262,116,25,2.5
3365,103,10,2,480,32,63,385,4000,3482,95,27,2.5
3366,103,10,3,480,60,39,381,4000,3814,125,50,2.5
3367,103,11,1,480,34,16,430,4000,3040,78,28,2.7
3368,103,11,2,480,42,5,433,4000,3602,106,28,2.7
3369,103,11,3,480,49,5,426,4000,3834,94,26,2.7
3370,103,12,1,480,32,55,393,2000,1714,70,16,8.0
3371,103,12,2,480,34,46,400,2000,1922,79,16,8.0
3372,103,12,3,480,39,24,417,2000,1814,77,34,8.0
3373,104,1,1,480,56,29,395,3000,2892,113,46,4.5
3374,104,1,2,480,52,15,413,3000,2334,108,25,4.5
3375,104,2,1,480,41,33,406,3000,2811,113,51,4.8
3376,104,2,2,480,57,30,393,3000,2510,114,24,4.8
3377,104,3,1,480,37,31,412,3000,2409,107,25,5.0
3378,104,3,2,480,52,78,350,3000,2576,109,48,5.0
3379,104,4,1,480,59,82,339,2000,1925,72,18,6.0
3380,104,4,2,480,40,63,377,2000,1613,52,19,6.0
3381,104,5,1,480,50,52,378,2000,1838,57,24,6.2
3382,104,5,2,480,43,27,410,2000,1911,59,29,6.2
3383,104,6,1,480,36,38,406,4000,3168,131,56,3.5
3384,104,6,2,480,45,22,413,4000,3718,126,61,3.5
3385,104,7,1,480,30,17,433,4000,3599,153,31,3.8
3386,104,7,2,480,36,12,432,4000,3316,110,50,3.8
3387,104,8,1,480,60,55,365,2000,1539,49,20,7.0
3388,104,8,2,480,37,37,406,2000,1921,81,24,7.0
3389,104,9,1,480,54,46,380,2000,1732,62,26,7.5
3390,104,9,2,480,55,44,381,2000,1768,66,17,7.5
3391,104,10,1,480,44,80,356,4000,3630,117,24,2.5
3392,104,10,2,480,32,115,333,4000,3704,133,58,2.5
3393,104,11,1,480,55,46,379,4000,3551,92,18,2.7
3394,104,11,2,480,60,35,385,4000,3104,109,30,2.7
3395,104,12,1,480,60,38,382,2000,1817,75,33,8.0
3396,104,12,2,480,37,18,425,2000,1803,71,14,8.0
3397,105,1,1,480,35,55,390,3000,2434,76,23,4.5
3398,105,1,2,480,33,9,438,3000,2631,88,25,4.5
3399,105,2,1,480,51,7,422,3000,2699,103,45,4.8
3400,105,2,2,480,43,58,379,3000,2906,122,53,4.8
3401,105,3,1,480,47,50,383,3000,2892,122,49,5.0
3402,105,3,2,480,38,71,371,3000,2321,92,34,5.0
3403,105,4,1,480,60,117,303,2000,1703,71,26,6.0
3404,105,4,2,480,34,90,356,2000,1772,69,24,6.0
3405,105,5,1,480,39,27,414,2000,1575,59,22,6.2
3406,105,5,2,480,39,7,434,2000,1724,53,13,6.2
3407,105,6,1,480,54,52,374,4000,3385,135,61,3.5
3408,105,6,2,480,43,46,391,4000,3013,113,37,3.5
3409,105,7,1,480,55,29,396,4000,3766,164,37,3.8
3410,105,7,2,480,33,49,398,4000,3101,126,50,3.8
3411,105,8,1,480,44,12,424,2000,1622,57,20,7.0
3412,105,8,2,480,36,26,418,2000,1889,72,32,7.0
3413,105,9,1,480,46,60,374,2000,1952,84,41,7.5
3414,105,9,2,480,58,23,399,2000,1717,73,33,7.5
3415,105,10,1,480,53,104,323,4000,3298,113,29,2.5
3416,105,10,2,480,37,82,361,4000,3165,83,39,2.5
3417,105,11,1,480,47,21,412,4000,3581,109,25,2.7
3418,105,11,2,480,48,22,410,4000,3517,82,36,2.7
3419,105,12,1,480,44,23,413,2000,1598,53,17,8.0
3420,105,12,2,480,58,17,405,2000,1629,49,17,8.0
3421,106,1,1,480,57,28,395,3000,2630,93,22,4.5
3422,106,1,2,480,43,55,382,3000,2612,109,53,4.5
3423,106,1,3,480,38,32,410,3000,2530,91,40,4.5
3424,106,2,1,480,41,52,387,3000,2487,105,21,4.8
3425,106,2,2,480,47,7,426,3000,2692,89,25,4.8
3426,106,2,3,480,40,32,408,3000,2541,80,38,4.8
3427,106,3,1,480,51,112,317,3000,2767,86,29,5.0
3428,106,3,2,480,35,95,350,3000,2347,75,25,5.0
3429,106,3,3,480,44,52,384,3000,2925,100,33,5.0
3430,106,4,1,480,44,66,370,2000,1727,74,26,6.0
3431,106,4,2,480,43,107,330,2000,1614,69,16,6.0
3432,106,4,3,480,51,109,320,2000,1569,53,13,6.0
3433,106,5,1,480,32,10,438,2000,1836,72,19,6.2
3434,106,5,2,480,38,15,427,2000,1739,69,15,6.2
3435,106,5,3,480,44,30,406,2000,1714,78,15,6.2
3436,106,6,1,480,48,28,404,4000,3095,133,39,3.5
3437,106,6,2,480,38,23,419,4000,3765,155,61,3.5
3438,106,6,3,480,46,56,378,4000,3085,129,28,3.5
3439,106,7,1,480,46,6,428,4000,3434,121,55,3.8
3440,106,7,2,480,45,60,375,4000,3324,143,29,3.8
3441,106,7,3,480,52,42,386,4000,3751,171,79,3.8
3442,106,8,1,480,42,29,409,2000,1769,55,15,7.0
3443,106,8,2,480,49,8,423,2000,1644,73,22,7.0
3444,106,8,3,480,59,43,378,2000,1699,64,31,7.0
3445,106,9,1,480,42,24,414,2000,1788,66,14,7.5
3446,106,9,2,480,55,40,385,2000,1874,59,13,7.5
3447,106,9,3,480,30,40,410,2000,1851,78,28,7.5
3448,106,10,1,480,44,46,390,4000,3527,132,35,2.5
3449,106,10,2,480,43,41,396,4000,3236,80,25,2.5
3450,106,10,3,480,42,86,352,4000,3035,112,23,2.5
3451,106,11,1,480,38,48,394,4000,3822,112,27,2.7
3452,106,11,2,480,32,23,425,4000,3578,126,46,2.7
3453,106,11,3,480,58,53,369,4000,3902,123,56,2.7
3454,106,12,1,480,48,7,425,2000,1817,75,30,8.0
3455,106,12,2,480,53,31,396,2000,1764,70,20,8.0
3456,106,12,3,480,51,51,378,2000,1850,73,17,8.0
3457,107,1,1,480,56,44,380,3000,2859,108,28,4.5
3458,107,1,2,480,41,52,387,3000,2858,97,22,4.5
3459,107,1,3,480,33,17,430,3000,2769,103,51,4.5
3460,107,2,1,480,55,39,386,3000,2840,108,48,4.8
3461,107,2,2,480,48,51,381,3000,2882,101,48,4.8
3462,107,2,3,480,31,60,389,3000,2306,86,38,4.8
3463,107,3,1,480,40,65,375,3000,2745,92,22,5.0
3464,107,3,2,480,36,120,324,3000,2497,94,19,5.0
3465,107,3,3,480,57,51,372,3000,2781,122,49,5.0
3466,107,4,1,480,49,43,388,2000,1586,60,26,6.0
3467,107,4,2,480,38,110,332,2000,1910,77,31,6.0
3468,107,4,3,480,42,117,321,2000,1706,71,15,6.0
3469,107,5,1,480,46,17,417,2000,1857,63,27,6.2
3470,107,5,2,480,51,51,378,2000,1599,49,21,6.2
3471,107,5,3,480,48,52,380,2000,1874,56,19,6.2
3472,107,6,1,480,55,57,368,4000,3142,128,28,3.5
3473,107,6,2,480,45,6,429,4000,3437,141,34,3.5
3474,107,6,3,480,37,58,385,4000,3188,108,28,3.5
3475,107,7,1,480,34,13,433,4000,3601,134,57,3.8
3476,107,7,2,480,40,24,416,4000,3859,162,34,3.8
3477,107,7,3,480,42,56,382,4000,3020,122,45,3.8
3478,107,8,1,480,48,34,398,2000,1907,70,21,7.0
3479,107,8,2,480,51,59,370,2000,1570,50,11,7.0
3480,107,8,3,480,52,5,423,2000,1641,76,28,7.0
3481,107,9,1,480,30,56,394,2000,1671,63,18,7.5
3482,107,9,2,480,49,59,372,2000,1565,72,35,7.5
3483,107,9,3,480,53,14,413,2000,1569,58,14,7.5
3484,107,10,1,480,33,45,402,4000,3118,87,24,2.5
3485,107,10,2,480,40,112,328,4000,3086,85,42,2.5
3486,107,10,3,480,41,105,334,4000,3806,133,64,2.5
3487,107,11,1,480,40,53,387,4000,3606,127,28,2.7
3488,107,11,2,480,54,55,371,4000,3910,132,64,2.7
3489,107,11,3,480,52,36,392,4000,3804,124,53,2.7
3490,107,12,1,480,36,42,402,2000,1925,84,38,8.0
3491,107,12,2,480,40,24,416,2000,1726,57,22,8.0
3492,107,12,3,480,37,11,432,2000,1595,57,21,8.0
3493,108,1,1,480,36,15,429,3000,2885,100,42,4.5
3494,108,1,2,480,37,55,388,3000,2808,111,22,4.5
3495,108,1,3,480,49,29,402,3000,2323,74,28,4.5
3496,108,2,1,480,49,52,379,3000,2417,99,28,4.8
3497,108,2,2,480,59,21,400,3000,2659,89,24,4.8
3498,108,2,3,480,40,22,418,3000,2334,73,29,4.8
3499,108,3,1,480,60,93,327,3000,2751,87,33,5.0
3500,108,3,2,480,50,109,321,3000,2290,89,20,5.0
3501,108,3,3,480,34,51,395,3000,2686,106,25,5.0
3502,108,4,1,480,44,106,330,2000,1726,70,17,6.0
3503,108,4,2,480,41,90,349,2000,1518,59,13,6.0
3504,108,4,3,480,45,95,340,2000,1912,58,26,6.0
3505,108,5,1,480,59,45,376,2000,1662,70,23,6.2
3506,108,5,2,480,47,47,386,2000,1656,58,18,6.2
3507,108,5,3,480,60,46,374,2000,1660,61,28,6.2
3508,108,6,1,480,37,60,383,4000,3500,161,75,3.5
3509,108,6,2,480,50,5,425,4000,3435,159,49,3.5
3510,108,6,3,480,50,56,374,4000,3179,101,42,3.5
3511,108,7,1,480,58,26,396,4000,3334,103,46,3.8
3512,108,7,2,480,47,31,402,4000,3751,166,64,3.8
3513,108,7,3,480,34,47,399,4000,3032,130,52,3.8
3514,108,8,1,480,53,46,381,2000,1750,67,27,7.0
3515,108,8,2,480,42,54,384,2000,1870,60,19,7.0
3516,108,8,3,480,50,21,409,2000,1758,53,17,7.0
3517,108,9,1,480,32,41,407,2000,1686,51,22,7.5
3518,108,9,2,480,43,41,396,2000,1651,73,30,7.5
3519,108,9,3,480,37,38,405,2000,1533,64,20,7.5
3520,108,10,1,480,55,48,377,4000,3409,89,29,2.5
3521,108,10,2,480,36,47,397,4000,3830,80,28,2.5
3522,108,10,3,480,54,37,389,4000,3834,142,29,2.5
3523,108,11,1,480,46,15,419,4000,3296,115,29,2.7
3524,108,11,2,480,59,54,367,4000,3348,118,31,2.7
3525,108,11,3,480,40,7,433,4000,3837,141,28,2.7
3526,108,12,1,480,51,41,388,2000,1642,59,20,8.0
3527,108,12,2,480,42,58,380,2000,1736,69,23,8.0
3528,108,12,3,480,40,15,425,2000,1830,68,16,8.0
3529,109,1,1,480,43,37,400,3000,2690,107,28,4.5
3530,109,1,2,480,34,34,412,3000,2475,88,33,4.5
3531,109,1,3,480,43,52,385,3000,2834,101,36,4.5
3532,109,2,1,480,33,50,397,3000,2770,91,33,4.8
3533,109,2,2,480,30,38,412,3000,2774,123,34,4.8
3534,109,2,3,480,47,48,385,3000,2594,101,40,4.8
3535,109,3,1,480,54,53,373,3000,2747,85,28,5.0
3536,109,3,2,480,38,93,349,3000,2561,83,41,5.0
3537,109,3,3,480,36,118,326,3000,2533,83,40,5.0
3538,109,4,1,480,33,58,389,2000,1892,67,20,6.0
3539,109,4,2,480,37,92,351,2000,1740,56,14,6.0
3540,109,4,3,480,42,115,323,2000,1519,57,18,6.0
3541,109,5,1,480,51,40,389,2000,1663,77,19,6.2
3542,109,5,2,480,58,10,412,2000,1541,65,32,6.2
3543,109,5,3,480,39,59,382,2000,1755,67,30,6.2
3544,109,6,1,480,47,25,408,4000,3382,112,25,3.5
3545,109,6,2,480,30,24,426,4000,3791,114,32,3.5
3546,109,6,3,480,60,52,368,4000,3167,146,54,3.5
3547,109,7,1,480,45,44,391,4000,3008,115,51,3.8
3548,109,7,2,480,57,56,367,4000,3323,100,49,3.8
3549,109,7,3,480,42,12,426,4000,3826,135,50,3.8
3550,109,8,1,480,58,35,387,2000,1564,58,17,7.0
3551,109,8,2,480,37,45,398,2000,1627,66,15,7.0
3552,109,8,3,480,35,32,413,2000,1806,71,20,7.0
3553,109,9,1,480,41,17,422,2000,1625,60,24,7.5
3554,109,9,2,480,43,21,416,2000,1744,75,32,7.5
3555,109,9,3,480,45,26,409,2000,1862,66,30,7.5
3556,109,10,1,480,55,42,383,4000,3756,112,29,2.5
3557,109,10,2,480,44,102,334,4000,3341,108,37,2.5
3558,109,10,3,480,34,107,339,4000,3623,117,31,2.5
3559,109,11,1,480,53,48,379,4000,3774,129,38,2.7
3560,109,11,2,480,42,59,379,4000,3126,92,22,2.7
3561,109,11,3,480,45,40,395,4000,3596,97,33,2.7
3562,109,12,1,480,57,8,415,2000,1788,56,25,8.0
3563,109,12,2,480,42,51,387,2000,1851,68,31,8.0
3564,109,12,3,480,55,15,410,2000,1510,63,14,8.0
3565,110,1,1,480,43,18,419,3000,2365,84,35,4.5
3566,110,1,2,480,56,60,364,3000,2506,110,28,4.5
3567,110,1,3,480,36,16,428,3000,2703,89,25,4.5
3568,110,2,1,480,58,40,382,3000,2514,84,33,4.8
3569,110,2,2,480,55,16,409,3000,2258,88,32,4.8
3570,110,2,3,480,34,5,441,3000,2599,101,34,4.8
3571,110,3,1,480,55,73,352,3000,2288,84,18,5.0
3572,110,3,2,480,40,101,339,3000,2462,96,23,5.0
3573,110,3,3,480,45,110,325,3000,2867,95,28,5.0
3574,110,4,1,480,60,58,362,2000,1544,55,15,6.0
3575,110,4,2,480,34,101,345,2000,1892,75,26,6.0
3576,110,4,3,480,31,96,353,2000,1928,89,21,6.0
3577,110,5,1,480,58,13,409,2000,1811,70,14,6.2
3578,110,5,2,480,37,36,407,2000,1908,85,26,6.2
3579,110,5,3,480,46,45,389,2000,1773,77,25,6.2
3580,110,6,1,480,41,12,427,4000,3846,174,84,3.5
3581,110,6,2,480,37,44,399,4000,3224,107,38,3.5
3582,110,6,3,480,41,19,420,4000,3146,101,45,3.5
3583,110,7,1,480,55,41,384,4000,3023,120,55,3.8
3584,110,7,2,480,51,31,398,4000,3372,154,47,3.8
3585,110,7,3,480,42,18,420,4000,3903,130,28,3.8
3586,110,8,1,480,36,41,403,2000,1899,72,25,7.0
3587,110,8,2,480,43,29,408,2000,1839,63,12,7.0
3588,110,8,3,480,56,56,368,2000,1895,85,41,7.0
3589,110,9,1,480,30,45,405,2000,1766,66,28,7.5
3590,110,9,2,480,51,17,412,2000,1747,55,26,7.5
3591,110,9,3,480,56,13,411,2000,1667,67,26,7.5
3592,110,10,1,480,40,97,343,4000,3207,120,38,2.5
3593,110,10,2,480,55,116,309,4000,3207,75,28,2.5
3594,110,10,3,480,56,57,367,4000,3065,92,26,2.5
3595,110,11,1,480,34,36,410,4000,3618,135,37,2.7
3596,110,11,2,480,43,15,422,4000,3461,84,31,2.7
3597,110,11,3,480,36,48,396,4000,3410,90,18,2.7
3598,110,12,1,480,57,8,415,2000,1654,49,14,8.0
3599,110,12,2,480,51,53,376,2000,1680,54,19,8.0
3600,110,12,3,480,55,26,399,2000,1789,78,26,8.0
3601,111,1,1,480,31,57,392,3000,2809,104,42,4.5
3602,111,1,2,480,59,34,387,3000,2538,108,27,4.5
3603,111,2,1,480,45,7,428,3000,2404,86,23,4.8
3604,111,2,2,480,45,9,426,3000,2800,121,37,4.8
3605,111,3,1,480,34,96,350,3000,2659,97,43,5.0
3606,111,3,2,480,48,93,339,3000,2766,92,31,5.0
3607,111,4,1,480,51,34,395,2000,1731,72,27,6.0
3608,111,4,2,480,60,110,310,2000,1630,64,15,6.0
3609,111,5,1,480,58,14,408,2000,1836,56,22,6.2
3610,111,5,2,480,36,34,410,2000,1557,57,14,6.2
3611,111,6,1,480,50,30,400,4000,3353,142,61,3.5
3612,111,6,2,480,48,33,399,4000,3020,138,56,3.5
3613,111,7,1,480,53,37,390,4000,3753,125,46,3.8
3614,111,7,2,480,38,19,423,4000,3386,152,50,3.8
3615,111,8,1,480,41,39,400,2000,1593,55,20,7.0
3616,111,8,2,480,53,48,379,2000,1863,58,12,7.0
3617,111,9,1,480,39,6,435,2000,1573,47,15,7.5
3618,111,9,2,480,57,33,390,2000,1660,55,21,7.5
3619,111,10,1,480,31,63,386,4000,3416,99,20,2.5
3620,111,10,2,480,49,113,318,4000,3867,97,46,2.5
3621,111,11,1,480,52,38,390,4000,3719,90,36,2.7
3622,111,11,2,480,49,17,414,4000,3619,110,41,2.7
3623,111,12,1,480,36,12,432,2000,1614,64,13,8.0
3624,111,12,2,480,39,26,415,2000,1605,54,19,8.0
3625,112,1,1,480,58,29,393,3000,2877,105,50,4.5
3626,112,1,2,480,32,34,414,3000,2879,127,51,4.5
3627,112,2,1,480,45,32,403,3000,2416,81,39,4.8
3628,112,2,2,480,45,51,384,3000,2750,123,58,4.8
3629,112,3,1,480,34,98,348,3000,2561,89,33,5.0
3630,112,3,2,480,54,97,329,3000,2790,99,37,5.0
3631,112,4,1,480,53,82,345,2000,1561,68,27,6.0
3632,112,4,2,480,47,41,392,2000,1853,83,19,6.0
3633,112,5,1,480,38,9,433,2000,1857,69,20,6.2
3634,112,5,2,480,40,25,415,2000,1615,72,30,6.2
3635,112,6,1,480,37,30,413,4000,3816,155,70,3.5
3636,112,6,2,480,42,42,396,4000,3133,111,37,3.5
3637,112,7,1,480,51,34,395,4000,3344,143,48,3.8
3638,112,7,2,480,40,41,399,4000,3817,150,56,3.8
3639,112,8,1,480,32,44,404,2000,1752,58,21,7.0
3640,112,8,2,480,50,31,399,2000,1760,54,23,7.0
3641,112,9,1,480,31,28,421,2000,1570,70,18,7.5
3642,112,9,2,480,33,40,407,2000,1703,72,26,7.5
3643,112,10,1,480,56,112,312,4000,3617,134,57,2.5
3644,112,10,2,480,48,48,384,4000,3911,96,20,2.5
3645,112,11,1,480,53,37,390,4000,3653,127,49,2.7
3646,112,11,2,480,30,45,405,4000,3642,97,24,2.7
3647,112,12,1,480,31,22,427,2000,1547,60,17,8.0
3648,112,12,2,480,39,34,407,2000,1797,60,28,8.0
3649,113,1,1,480,34,15,431,3000,2278,103,39,4.5
3650,113,1,2,480,56,42,382,3000,2514,95,43,4.5
3651,113,1,3,480,40,23,417,3000,2618,79,19,4.5
3652,113,2,1,480,58,7,415,3000,2744,109,26,4.8
3653,113,2,2,480,30,11,439,3000,2495,95,43,4.8
3654,113,2,3,480,48,25,407,3000,2286,97,24,4.8
3655,113,3,1,480,33,45,402,3000,2712,92,30,5.0
3656,113,3,2,480,30,36,414,3000,2313,78,17,5.0
3657,113,3,3,480,55,61,364,3000,2270,91,22,5.0
3658,113,4,1,480,30,100,350,2000,1929,65,24,6.0
3659,113,4,2,480,45,84,351,2000,1603,55,13,6.0
3660,113,4,3,480,47,45,388,2000,1577,70,26,6.0
3661,113,5,1,480,37,28,415,2000,1718,78,20,6.2
3662,113,5,2,480,33,52,395,2000,1557,58,21,6.2
3663,113,5,3,480,47,60,373,2000,1668,52,20,6.2
3664,113,6,1,480,50,28,402,4000,3451,121,44,3.5
3665,113,6,2,480,36,26,418,4000,3428,106,27,3.5
3666,113,6,3,480,55,27,398,4000,3796,170,37,3.5
3667,113,7,1,480,57,27,396,4000,3536,114,48,3.8
3668,113,7,2,480,31,21,428,4000,3831,115,30,3.8
3669,113,7,3,480,57,58,365,4000,3616,163,35,3.8
3670,113,8,1,480,59,25,396,2000,1761,53,18,7.0
3671,113,8,2,480,43,35,402,2000,1625,66,22,7.0
3672,113,8,3,480,36,37,407,2000,1657,57,28,7.0
3673,113,9,1,480,43,38,399,2000,1513,65,15,7.5
3674,113,9,2,480,50,51,379,2000,1625,56,24,7.5
3675,113,9,3,480,31,48,401,2000,1555,71,15,7.5
3676,113,10,1,480,37,85,358,4000,3208,66,14,2.5
3677,113,10,2,480,55,66,359,4000,3648,128,62,2.5
3678,113,10,3,480,55,105,320,4000,3450,95,30,2.5
3679,113,11,1,480,52,33,395,4000,3890,125,36,2.7
3680,113,11,2,480,59,17,404,4000,3303,73,25,2.7
3681,113,11,3,480,48,17,415,4000,3347,119,37,2.7
3682,113,12,1,480,48,35,397,2000,1549,66,19,8.0
3683,113,12,2,480,36,59,385,2000,1539,53,22,8.0
3684,113,12,3,480,52,40,388,2000,1757,57,16,8.0
3685,114,1,1,480,36,48,396,3000,2441,81,18,4.5
3686,114,1,2,480,60,22,398,3000,2397,94,46,4.5
3687,114,1,3,480,59,34,387,3000,2472,108,47,4.5
3688,114,2,1,480,32,34,414,3000,2638,94,35,4.8
3689,114,2,2,480,37,58,385,3000,2610,97,24,4.8
3690,114,2,3,480,56,40,384,3000,2526,109,46,4.8
3691,114,3,1,480,32,118,330,3000,2311,105,37,5.0
3692,114,3,2,480,40,55,385,3000,2613,102,46,5.0
3693,114,3,3,480,60,65,355,3000,2432,107,41,5.0
3694,114,4,1,480,38,108,334,2000,1946,73,35,6.0
3695,114,4,2,480,49,107,324,2000,1660,73,34,6.0
3696,114,4,3,480,32,72,376,2000,1785,81,27,6.0
