id_parada,id_data,id_maquina,id_turno,inicio_parada,fim_parada,duracao_min,tipo_parada,categoria,descricao
5774,89,9,2,2024-03-29 14:00:00,2024-03-29 14:52:00,52,Planejada,Setup,Setup de rotina
5775,89,9,2,2024-03-29 16:00:00,2024-03-29 16:12:00,12,Não Planejada,Mecânica,Parada não planejada por mecânica
5776,89,9,3,2024-03-29 22:00:00,2024-03-29 22:58:00,58,Planejada,Limpeza,Limpeza de rotina
5777,89,9,3,2024-03-30 00:00:00,2024-03-30 00:32:00,32,Não Planejada,Mecânica,Parada não planejada por mecânica
5778,89,10,1,2024-03-29 06:00:00,2024-03-29 06:57:00,57,Planejada,Limpeza,Limpeza de rotina
5779,89,10,1,2024-03-29 08:00:00,2024-03-29 08:33:00,33,Não Planejada,Mecânica,Parada não planejada por mecânica
5780,89,10,2,2024-03-29 14:00:00,2024-03-29 14:31:00,31,Planejada,Setup,Setup de rotina
5781,89,10,2,2024-03-29 16:00:00,2024-03-29 16:42:00,42,Não Planejada,Elétrica,Parada não planejada por elétrica
5782,89,10,3,2024-03-29 22:00:00,2024-03-29 22:36:00,36,Planejada,Limpeza,Limpeza de rotina
5783,89,10,3,2024-03-30 00:00:00,2024-03-30 01:19:00,79,Não Planejada,Elétrica,Parada não planejada por elétrica
5784,89,11,1,2024-03-29 06:00:00,2024-03-29 06:36:00,36,Planejada,Limpeza,Limpeza de rotina
5785,89,11,1,2024-03-29 08:00:00,2024-03-29 08:07:00,7,Não Planejada,Mecânica,Parada não planejada por mecânica
5786,89,11,2,2024-03-29 14:00:00,2024-03-29 14:54:00,54,Planejada,Limpeza,Limpeza de rotina
5787,89,11,2,2024-03-29 16:00:00,2024-03-29 16:45:00,45,Não Planejada,Mecânica,Parada não planejada por mecânica
5788,89,11,3,2024-03-29 22:00:00,2024-03-29 22:48:00,48,Planejada,Limpeza,Limpeza de rotina
5789,89,11,3,2024-03-30 00:00:00,2024-03-30 00:17:00,17,Não Planejada,Mecânica,Parada não planejada por mecânica
5790,89,12,1,2024-03-29 06:00:00,2024-03-29 06:47:00,47,Planejada,Setup,Setup de rotina
5791,89,12,1,2024-03-29 08:00:00,2024-03-29 08:52:00,52,Não Planejada,Mecânica,Parada não planejada por mecânica
5792,89,12,2,2024-03-29 14:00:00,2024-03-29 14:40:00,40,Planejada,Limpeza,Limpeza de rotina
5793,89,12,2,2024-03-29 16:00:00,2024-03-29 16:49:00,49,Não Planejada,Mecânica,Parada não planejada por mecânica
5794,89,12,3,2024-03-29 22:00:00,2024-03-29 22:47:00,47,Planejada,Setup,Setup de rotina
5795,89,12,3,2024-03-30 00:00:00,2024-03-30 00:20:00,20,Não Planejada,Mecânica,Parada não planejada por mecânica
5796,90,1,1,2024-03-30 06:00:00,2024-03-30 06:32:00,32,Planejada,Reunião,Reunião de rotina
5797,90,1,1,2024-03-30 08:00:00,2024-03-30 08:18:00,18,Não Planejada,Mecânica,Parada não planejada por mecânica
5798,90,1,2,2024-03-30 14:00:00,2024-03-30 14:32:00,32,Planejada,Limpeza,Limpeza de rotina
5799,90,1,2,2024-03-30 16:00:00,2024-03-30 16:54:00,54,Não Planejada,Falta Material,Parada não planejada por falta material
5800,90,2,1,2024-03-30 06:00:00,2024-03-30 06:44:00,44,Planejada,Reunião,Reunião de rotina
5801,90,2,1,2024-03-30 08:00:00,2024-03-30 08:41:00,41,Não Planejada,Falta Material,Parada não planejada por falta material
5802,90,2,2,2024-03-30 14:00:00,2024-03-30 14:32:00,32,Planejada,Limpeza,Limpeza de rotina
5803,90,2,2,2024-03-30 16:00:00,2024-03-30 16:34:00,34,Não Planejada,Mecânica,Parada não planejada por mecânica
5804,90,3,1,2024-03-30 06:00:00,2024-03-30 06:50:00,50,Planejada,Setup,Setup de rotina
5805,90,3,1,2024-03-30 08:00:00,2024-03-30 09:08:00,68,Não Planejada,Elétrica,Parada não planejada por elétrica
5806,90,3,2,2024-03-30 14:00:00,2024-03-30 14:40:00,40,Planejada,Setup,Setup de rotina
5807,90,3,2,2024-03-30 16:00:00,2024-03-30 17:50:00,110,Não Planejada,Mecânica,Parada não planejada por mecânica
5808,90,4,1,2024-03-30 06:00:00,2024-03-30 06:44:00,44,Planejada,Limpeza,Limpeza de rotina
5809,90,4,1,2024-03-30 08:00:00,2024-03-30 09:09:00,69,Não Planejada,Elétrica,Parada não planejada por elétrica
5810,90,4,2,2024-03-30 14:00:00,2024-03-30 14:38:00,38,Planejada,Limpeza,Limpeza de rotina
5811,90,4,2,2024-03-30 16:00:00,2024-03-30 17:15:00,75,Não Planejada,Elétrica,Parada não planejada por elétrica
5812,90,5,1,2024-03-30 06:00:00,2024-03-30 06:55:00,55,Planejada,Setup,Setup de rotina
5813,90,5,1,2024-03-30 08:00:00,2024-03-30 08:31:00,31,Não Planejada,Elétrica,Parada não planejada por elétrica
5814,90,5,2,2024-03-30 14:00:00,2024-03-30 14:31:00,31,Planejada,Setup,Setup de rotina
5815,90,5,2,2024-03-30 16:00:00,2024-03-30 16:39:00,39,Não Planejada,Falta Material,Parada não planejada por falta material
5816,90,6,1,2024-03-30 06:00:00,2024-03-30 06:41:00,41,Planejada,Setup,Setup de rotina
5817,90,6,1,2024-03-30 08:00:00,2024-03-30 08:07:00,7,Não Planejada,Mecânica,Parada não planejada por mecânica
5818,90,6,2,2024-03-30 14:00:00,2024-03-30 14:47:00,47,Planejada,Limpeza,Limpeza de rotina
5819,90,6,2,2024-03-30 16:00:00,2024-03-30 16:49:00,49,Não Planejada,Mecânica,Parada não planejada por mecânica
5820,90,7,1,2024-03-30 06:00:00,2024-03-30 06:32:00,32,Planejada,Setup,Setup de rotina
5821,90,7,1,2024-03-30 08:00:00,2024-03-30 08:27:00,27,Não Planejada,Mecânica,Parada não planejada por mecânica
5822,90,7,2,2024-03-30 14:00:00,2024-03-30 14:38:00,38,Planejada,Setup,Setup de rotina
5823,90,7,2,2024-03-30 16:00:00,2024-03-30 16:17:00,17,Não Planejada,Mecânica,Parada não planejada por mecânica
5824,90,8,1,2024-03-30 06:00:00,2024-03-30 06:52:00,52,Planejada,Limpeza,Limpeza de rotina
5825,90,8,1,2024-03-30 08:00:00,2024-03-30 08:54:00,54,Não Planejada,Mecânica,Parada não planejada por mecânica
5826,90,8,2,2024-03-30 14:00:00,2024-03-30 14:30:00,30,Planejada,Setup,Setup de rotina
5827,90,8,2,2024-03-30 16:00:00,2024-03-30 16:25:00,25,Não Planejada,Mecânica,Parada não planejada por mecânica
5828,90,9,1,2024-03-30 06:00:00,2024-03-30 06:35:00,35,Planejada,Setup,Setup de rotina
5829,90,9,1,2024-03-30 08:00:00,2024-03-30 08:10:00,10,Não Planejada,Falta Material,Parada não planejada por falta material
5830,90,9,2,2024-03-30 14:00:00,2024-03-30 14:50:00,50,Planejada,Setup,Setup de rotina
5831,90,9,2,2024-03-30 16:00:00,2024-03-30 16:23:00,23,Não Planejada,Falta Material,Parada não planejada por falta material
5832,90,10,1,2024-03-30 06:00:00,2024-03-30 06:55:00,55,Planejada,Setup,Setup de rotina
5833,90,10,1,2024-03-30 08:00:00,2024-03-30 08:50:00,50,Não Planejada,Falta Material,Parada não planejada por falta material
5834,90,10,2,2024-03-30 14:00:00,2024-03-30 14:31:00,31,Planejada,Setup,Setup de rotina
5835,90,10,2,2024-03-30 16:00:00,2024-03-30 17:20:00,80,Não Planejada,Mecânica,Parada não planejada por mecânica
5836,90,11,1,2024-03-30 06:00:00,2024-03-30 06:48:00,48,Planejada,Setup,Setup de rotina
5837,90,11,1,2024-03-30 08:00:00,2024-03-30 08:25:00,25,Não Planejada,Elétrica,Parada não planejada por elétrica
5838,90,11,2,2024-03-30 14:00:00,2024-03-30 14:33:00,33,Planejada,Setup,Setup de rotina
5839,90,11,2,2024-03-30 16:00:00,2024-03-30 16:43:00,43,Não Planejada,Mecânica,Parada não planejada por mecânica
5840,90,12,1,2024-03-30 06:00:00,2024-03-30 06:39:00,39,Planejada,Limpeza,Limpeza de rotina
5841,90,12,1,2024-03-30 08:00:00,2024-03-30 09:00:00,60,Não Planejada,Mecânica,Parada não planejada por mecânica
5842,90,12,2,2024-03-30 14:00:00,2024-03-30 14:49:00,49,Planejada,Setup,Setup de rotina
5843,90,12,2,2024-03-30 16:00:00,2024-03-30 16:58:00,58,Não Planejada,Falta Material,Parada não planejada por falta material
5844,91,1,1,2024-03-31 06:00:00,2024-03-31 06:36:00,36,Planejada,Setup,Setup de rotina
5845,91,1,1,2024-03-31 08:00:00,2024-03-31 08:28:00,28,Não Planejada,Falta Material,Parada não planejada por falta material
5846,91,1,2,2024-03-31 14:00:00,2024-03-31 14:48:00,48,Planejada,Setup,Setup de rotina
5847,91,1,2,2024-03-31 16:00:00,2024-03-31 16:57:00,57,Não Planejada,Mecânica,Parada não planejada por mecânica
5848,91,2,1,2024-03-31 06:00:00,2024-03-31 06:54:00,54,Planejada,Setup,Setup de rotina
5849,91,2,1,2024-03-31 08:00:00,2024-03-31 08:14:00,14,Não Planejada,Falta Material,Parada não planejada por falta material
5850,91,2,2,2024-03-31 14:00:00,2024-03-31 14:56:00,56,Planejada,Limpeza,Limpeza de rotina
5851,91,2,2,2024-03-31 16:00:00,2024-03-31 16:32:00,32,Não Planejada,Falta Material,Parada não planejada por falta material
5852,91,3,1,2024-03-31 06:00:00,2024-03-31 06:34:00,34,Planejada,Setup,Setup de rotina
5853,91,3,1,2024-03-31 08:00:00,2024-03-31 08:39:00,39,Não Planejada,Falta Material,Parada não planejada por falta material
5854,91,3,2,2024-03-31 14:00:00,2024-03-31 14:32:00,32,Planejada,Setup,Setup de rotina
5855,91,3,2,2024-03-31 16:00:00,2024-03-31 17:38:00,98,Não Planejada,Mecânica,Parada não planejada por mecânica
5856,91,4,1,2024-03-31 06:00:00,2024-03-31 06:38:00,38,Planejada,Limpeza,Limpeza de rotina
5857,91,4,1,2024-03-31 08:00:00,2024-03-31 09:01:00,61,Não Planejada,Mecânica,Parada não planejada por mecânica
5858,91,4,2,2024-03-31 14:00:00,2024-03-31 14:44:00,44,Planejada,Setup,Setup de rotina
5859,91,4,2,2024-03-31 16:00:00,2024-03-31 16:56:00,56,Não Planejada,Elétrica,Parada não planejada por elétrica
5860,91,5,1,2024-03-31 06:00:00,2024-03-31 06:44:00,44,Planejada,Limpeza,Limpeza de rotina
5861,91,5,1,2024-03-31 08:00:00,2024-03-31 08:22:00,22,Não Planejada,Elétrica,Parada não planejada por elétrica
5862,91,5,2,2024-03-31 14:00:00,2024-03-31 14:36:00,36,Planejada,Setup,Setup de rotina
5863,91,5,2,2024-03-31 16:00:00,2024-03-31 16:07:00,7,Não Planejada,Falta Material,Parada não planejada por falta material
5864,91,6,1,2024-03-31 06:00:00,2024-03-31 06:45:00,45,Planejada,Setup,Setup de rotina
5865,91,6,1,2024-03-31 08:00:00,2024-03-31 08:20:00,20,Não Planejada,Mecânica,Parada não planejada por mecânica
5866,91,6,2,2024-03-31 14:00:00,2024-03-31 14:47:00,47,Planejada,Limpeza,Limpeza de rotina
5867,91,6,2,2024-03-31 16:00:00,2024-03-31 16:42:00,42,Não Planejada,Falta Material,Parada não planejada por falta material
5868,91,7,1,2024-03-31 06:00:00,2024-03-31 06:38:00,38,Planejada,Setup,Setup de rotina
5869,91,7,1,2024-03-31 08:00:00,2024-03-31 08:30:00,30,Não Planejada,Elétrica,Parada não planejada por elétrica
5870,91,7,2,2024-03-31 14:00:00,2024-03-31 14:52:00,52,Planejada,Setup,Setup de rotina
5871,91,7,2,2024-03-31 16:00:00,2024-03-31 16:59:00,59,Não Planejada,Mecânica,Parada não planejada por mecânica
5872,91,8,1,2024-03-31 06:00:00,2024-03-31 06:51:00,51,Planejada,Setup,Setup de rotina
5873,91,8,1,2024-03-31 08:00:00,2024-03-31 08:55:00,55,Não Planejada,Mecânica,Parada não planejada por mecânica
5874,91,8,2,2024-03-31 14:00:00,2024-03-31 14:30:00,30,Planejada,Setup,Setup de rotina
5875,91,8,2,2024-03-31 16:00:00,2024-03-31 16:33:00,33,Não Planejada,Falta Material,Parada não planejada por falta material
5876,91,9,1,2024-03-31 06:00:00,2024-03-31 06:34:00,34,Planejada,Limpeza,Limpeza de rotina
5877,91,9,1,2024-03-31 08:00:00,2024-03-31 08:11:00,11,Não Planejada,Falta Material,Parada não planejada por falta material
5878,91,9,2,2024-03-31 14:00:00,2024-03-31 14:42:00,42,Planejada,Limpeza,Limpeza de rotina
5879,91,9,2,2024-03-31 16:00:00,2024-03-31 16:16:00,16,Não Planejada,Mecânica,Parada não planejada por mecânica
5880,91,10,1,2024-03-31 06:00:00,2024-03-31 06:34:00,34,Planejada,Setup,Setup de rotina
5881,91,10,1,2024-03-31 08:00:00,2024-03-31 09:14:00,74,Não Planejada,Falta Material,Parada não planejada por falta material
5882,91,10,2,2024-03-31 14:00:00,2024-03-31 14:58:00,58,Planejada,Limpeza,Limpeza de rotina
5883,91,10,2,2024-03-31 16:00:00,2024-03-31 16:34:00,34,Não Planejada,Falta Material,Parada não planejada por falta material
5884,91,11,1,2024-03-31 06:00:00,2024-03-31 06:42:00,42,Planejada,Setup,Setup de rotina
5885,91,11,1,2024-03-31 08:00:00,2024-03-31 08:13:00,13,Não Planejada,Mecânica,Parada não planejada por mecânica
5886,91,11,2,2024-03-31 14:00:00,2024-03-31 15:00:00,60,Planejada,Setup,Setup de rotina
5887,91,11,2,2024-03-31 16:00:00,2024-03-31 16:11:00,11,Não Planejada,Mecânica,Parada não planejada por mecânica
5888,91,12,1,2024-03-31 06:00:00,2024-03-31 06:38:00,38,Planejada,Setup,Setup de rotina
5889,91,12,1,2024-03-31 08:00:00,2024-03-31 08:14:00,14,Não Planejada,Mecânica,Parada não planejada por mecânica
5890,91,12,2,2024-03-31 14:00:00,2024-03-31 14:30:00,30,Planejada,Limpeza,Limpeza de rotina
5891,91,12,2,2024-03-31 16:00:00,2024-03-31 16:34:00,34,Não Planejada,Mecânica,Parada não planejada por mecânica
5892,92,1,1,2024-04-01 06:00:00,2024-04-01 06:47:00,47,Planejada,Setup,Setup de rotina
5893,92,1,2,2024-04-01 14:00:00,2024-04-01 14:37:00,37,Planejada,Limpeza,Limpeza de rotina
5894,92,1,2,2024-04-01 16:00:00,2024-04-01 16:53:00,53,Não Planejada,Mecânica,Parada não planejada por mecânica
5895,92,1,3,2024-04-01 22:00:00,2024-04-01 22:58:00,58,Planejada,Setup,Setup de rotina
5896,92,1,3,2024-04-02 00:00:00,2024-04-02 00:29:00,29,Não Planejada,Mecânica,Parada não planejada por mecânica
5897,92,2,1,2024-04-01 06:00:00,2024-04-01 06:40:00,40,Planejada,Limpeza,Limpeza de rotina
5898,92,2,1,2024-04-01 08:00:00,2024-04-01 08:08:00,8,Não Planejada,Mecânica,Parada não planejada por mecânica
5899,92,2,2,2024-04-01 14:00:00,2024-04-01 14:37:00,37,Planejada,Reunião,Reunião de rotina
5900,92,2,2,2024-04-01 16:00:00,2024-04-01 16:40:00,40,Não Planejada,Mecânica,Parada não planejada por mecânica
5901,92,2,3,2024-04-01 22:00:00,2024-04-01 22:54:00,54,Planejada,Setup,Setup de rotina
5902,92,2,3,2024-04-02 00:00:00,2024-04-02 00:45:00,45,Não Planejada,Mecânica,Parada não planejada por mecânica
5903,92,3,1,2024-04-01 06:00:00,2024-04-01 07:00:00,60,Planejada,Setup,Setup de rotina
5904,92,3,1,2024-04-01 08:00:00,2024-04-01 09:08:00,68,Não Planejada,Mecânica,Parada não planejada por mecânica
5905,92,3,2,2024-04-01 14:00:00,2024-04-01 14:30:00,30,Planejada,Limpeza,Limpeza de rotina
5906,92,3,2,2024-04-01 16:00:00,2024-04-01 17:34:00,94,Não Planejada,Mecânica,Parada não planejada por mecânica
5907,92,3,3,2024-04-01 22:00:00,2024-04-01 22:45:00,45,Planejada,Limpeza,Limpeza de rotina
5908,92,3,3,2024-04-02 00:00:00,2024-04-02 00:51:00,51,Não Planejada,Elétrica,Parada não planejada por elétrica
5909,92,4,1,2024-04-01 06:00:00,2024-04-01 06:41:00,41,Planejada,Limpeza,Limpeza de rotina
5910,92,4,1,2024-04-01 08:00:00,2024-04-01 09:58:00,118,Não Planejada,Elétrica,Parada não planejada por elétrica
5911,92,4,2,2024-04-01 14:00:00,2024-04-01 14:52:00,52,Planejada,Reunião,Reunião de rotina
5912,92,4,2,2024-04-01 16:00:00,2024-04-01 17:21:00,81,Não Planejada,Elétrica,Parada não planejada por elétrica
5913,92,4,3,2024-04-01 22:00:00,2024-04-01 22:44:00,44,Planejada,Setup,Setup de rotina
5914,92,4,3,2024-04-02 00:00:00,2024-04-02 01:35:00,95,Não Planejada,Falta Material,Parada não planejada por falta material
5915,92,5,1,2024-04-01 06:00:00,2024-04-01 06:38:00,38,Planejada,Setup,Setup de rotina
5916,92,5,1,2024-04-01 08:00:00,2024-04-01 08:25:00,25,Não Planejada,Elétrica,Parada não planejada por elétrica
5917,92,5,2,2024-04-01 14:00:00,2024-04-01 14:43:00,43,Planejada,Setup,Setup de rotina
5918,92,5,2,2024-04-01 16:00:00,2024-04-01 16:37:00,37,Não Planejada,Mecânica,Parada não planejada por mecânica
5919,92,5,3,2024-04-01 22:00:00,2024-04-01 22:45:00,45,Planejada,Setup,Setup de rotina
5920,92,5,3,2024-04-02 00:00:00,2024-04-02 00:55:00,55,Não Planejada,Elétrica,Parada não planejada por elétrica
5921,92,6,1,2024-04-01 06:00:00,2024-04-01 06:57:00,57,Planejada,Setup,Setup de rotina
5922,92,6,1,2024-04-01 08:00:00,2024-04-01 08:43:00,43,Não Planejada,Mecânica,Parada não planejada por mecânica
5923,92,6,2,2024-04-01 14:00:00,2024-04-01 14:59:00,59,Planejada,Limpeza,Limpeza de rotina
5924,92,6,2,2024-04-01 16:00:00,2024-04-01 16:58:00,58,Não Planejada,Elétrica,Parada não planejada por elétrica
5925,92,6,3,2024-04-01 22:00:00,2024-04-01 22:58:00,58,Planejada,Limpeza,Limpeza de rotina
5926,92,6,3,2024-04-02 00:00:00,2024-04-02 00:57:00,57,Não Planejada,Falta Material,Parada não planejada por falta material
5927,92,7,1,2024-04-01 06:00:00,2024-04-01 06:44:00,44,Planejada,Setup,Setup de rotina
5928,92,7,1,2024-04-01 08:00:00,2024-04-01 08:21:00,21,Não Planejada,Falta Material,Parada não planejada por falta material
5929,92,7,2,2024-04-01 14:00:00,2024-04-01 14:34:00,34,Planejada,Setup,Setup de rotina
5930,92,7,2,2024-04-01 16:00:00,2024-04-01 16:28:00,28,Não Planejada,Mecânica,Parada não planejada por mecânica
5931,92,7,3,2024-04-01 22:00:00,2024-04-01 22:35:00,35,Planejada,Limpeza,Limpeza de rotina
5932,92,7,3,2024-04-02 00:00:00,2024-04-02 00:48:00,48,Não Planejada,Mecânica,Parada não planejada por mecânica
5933,92,8,1,2024-04-01 06:00:00,2024-04-01 06:33:00,33,Planejada,Limpeza,Limpeza de rotina
5934,92,8,1,2024-04-01 08:00:00,2024-04-01 08:09:00,9,Não Planejada,Mecânica,Parada não planejada por mecânica
5935,92,8,2,2024-04-01 14:00:00,2024-04-01 14:51:00,51,Planejada,Setup,Setup de rotina
5936,92,8,2,2024-04-01 16:00:00,2024-04-01 16:50:00,50,Não Planejada,Mecânica,Parada não planejada por mecânica
5937,92,8,3,2024-04-01 22:00:00,2024-04-01 22:32:00,32,Planejada,Setup,Setup de rotina
5938,92,8,3,2024-04-02 00:00:00,2024-04-02 00:27:00,27,Não Planejada,Falta Material,Parada não planejada por falta material
5939,92,9,1,2024-04-01 06:00:00,2024-04-01 06:54:00,54,Planejada,Reunião,Reunião de rotina
5940,92,9,1,2024-04-01 08:00:00,2024-04-01 08:12:00,12,Não Planejada,Mecânica,Parada não planejada por mecânica
5941,92,9,2,2024-04-01 14:00:00,2024-04-01 14:37:00,37,Planejada,Setup,Setup de rotina
5942,92,9,2,2024-04-01 16:00:00,2024-04-01 16:08:00,8,Não Planejada,Mecânica,Parada não planejada por mecânica
5943,92,9,3,2024-04-01 22:00:00,2024-04-01 22:59:00,59,Planejada,Limpeza,Limpeza de rotina
5944,92,9,3,2024-04-02 00:00:00,2024-04-02 00:57:00,57,Não Planejada,Mecânica,Parada não planejada por mecânica
5945,92,10,1,2024-04-01 06:00:00,2024-04-01 06:51:00,51,Planejada,Reunião,Reunião de rotina
5946,92,10,1,2024-04-01 08:00:00,2024-04-01 09:13:00,73,Não Planejada,Elétrica,Parada não planejada por elétrica
5947,92,10,2,2024-04-01 14:00:00,2024-04-01 14:53:00,53,Planejada,Limpeza,Limpeza de rotina
5948,92,10,2,2024-04-01 16:00:00,2024-04-01 17:08:00,68,Não Planejada,Elétrica,Parada não planejada por elétrica
5949,92,10,3,2024-04-01 22:00:00,2024-04-01 22:52:00,52,Planejada,Limpeza,Limpeza de rotina
5950,92,10,3,2024-04-02 00:00:00,2024-04-02 01:52:00,112,Não Planejada,Elétrica,Parada não planejada por elétrica
5951,92,11,1,2024-04-01 06:00:00,2024-04-01 06:30:00,30,Planejada,Limpeza,Limpeza de rotina
5952,92,11,1,2024-04-01 08:00:00,2024-04-01 08:36:00,36,Não Planejada,Falta Material,Parada não planejada por falta material
5953,92,11,2,2024-04-01 14:00:00,2024-04-01 14:47:00,47,Planejada,Setup,Setup de rotina
5954,92,11,2,2024-04-01 16:00:00,2024-04-01 16:59:00,59,Não Planejada,Elétrica,Parada não planejada por elétrica
5955,92,11,3,2024-04-01 22:00:00,2024-04-01 22:31:00,31,Planejada,Reunião,Reunião de rotina
5956,92,11,3,2024-04-02 00:00:00,2024-04-02 00:11:00,11,Não Planejada,Falta Material,Parada não planejada por falta material
5957,92,12,1,2024-04-01 06:00:00,2024-04-01 06:39:00,39,Planejada,Limpeza,Limpeza de rotina
5958,92,12,1,2024-04-01 08:00:00,2024-04-01 08:45:00,45,Não Planejada,Mecânica,Parada não planejada por mecânica
5959,92,12,2,2024-04-01 14:00:00,2024-04-01 14:49:00,49,Planejada,Setup,Setup de rotina
5960,92,12,2,2024-04-01 16:00:00,2024-04-01 16:24:00,24,Não Planejada,Falta Material,Parada não planejada por falta material
5961,92,12,3,2024-04-01 22:00:00,2024-04-01 22:53:00,53,Planejada,Setup,Setup de rotina
5962,92,12,3,2024-04-02 00:00:00,2024-04-02 00:37:00,37,Não Planejada,Mecânica,Parada não planejada por mecânica
5963,93,1,1,2024-04-02 06:00:00,2024-04-02 06:50:00,50,Planejada,Setup,Setup de rotina
5964,93,1,1,2024-04-02 08:00:00,2024-04-02 08:09:00,9,Não Planejada,Elétrica,Parada não planejada por elétrica
5965,93,1,2,2024-04-02 14:00:00,2024-04-02 14:45:00,45,Planejada,Setup,Setup de rotina
5966,93,1,2,2024-04-02 16:00:00,2024-04-02 16:35:00,35,Não Planejada,Mecânica,Parada não planejada por mecânica
5967,93,1,3,2024-04-02 22:00:00,2024-04-02 22:50:00,50,Planejada,Setup,Setup de rotina
5968,93,1,3,2024-04-03 00:00:00,2024-04-03 00:20:00,20,Não Planejada,Elétrica,Parada não planejada por elétrica
5969,93,2,1,2024-04-02 06:00:00,2024-04-02 06:44:00,44,Planejada,Reunião,Reunião de rotina
5970,93,2,1,2024-04-02 08:00:00,2024-04-02 08:10:00,10,Não Planejada,Mecânica,Parada não planejada por mecânica
5971,93,2,2,2024-04-02 14:00:00,2024-04-02 14:30:00,30,Planejada,Setup,Setup de rotina
5972,93,2,2,2024-04-02 16:00:00,2024-04-02 16:32:00,32,Não Planejada,Elétrica,Parada não planejada por elétrica
5973,93,2,3,2024-04-02 22:00:00,2024-04-02 22:48:00,48,Planejada,Limpeza,Limpeza de rotina
5974,93,2,3,2024-04-03 00:00:00,2024-04-03 00:47:00,47,Não Planejada,Elétrica,Parada não planejada por elétrica
5975,93,3,1,2024-04-02 06:00:00,2024-04-02 06:58:00,58,Planejada,Limpeza,Limpeza de rotina
5976,93,3,1,2024-04-02 08:00:00,2024-04-02 08:41:00,41,Não Planejada,Falta Material,Parada não planejada por falta material
5977,93,3,2,2024-04-02 14:00:00,2024-04-02 14:31:00,31,Planejada,Setup,Setup de rotina
5978,93,3,2,2024-04-02 16:00:00,2024-04-02 17:17:00,77,Não Planejada,Mecânica,Parada não planejada por mecânica
5979,93,3,3,2024-04-02 22:00:00,2024-04-02 22:47:00,47,Planejada,Limpeza,Limpeza de rotina
5980,93,3,3,2024-04-03 00:00:00,2024-04-03 01:05:00,65,Não Planejada,Falta Material,Parada não planejada por falta material
5981,93,4,1,2024-04-02 06:00:00,2024-04-02 06:48:00,48,Planejada,Setup,Setup de rotina
5982,93,4,1,2024-04-02 08:00:00,2024-04-02 09:08:00,68,Não Planejada,Falta Material,Parada não planejada por falta material
5983,93,4,2,2024-04-02 14:00:00,2024-04-02 14:33:00,33,Planejada,Limpeza,Limpeza de rotina
5984,93,4,2,2024-04-02 16:00:00,2024-04-02 17:32:00,92,Não Planejada,Elétrica,Parada não planejada por elétrica
5985,93,4,3,2024-04-02 22:00:00,2024-04-02 22:31:00,31,Planejada,Setup,Setup de rotina
5986,93,4,3,2024-04-03 00:00:00,2024-04-03 01:18:00,78,Não Planejada,Mecânica,Parada não planejada por mecânica
5987,93,5,1,2024-04-02 06:00:00,2024-04-02 06:34:00,34,Planejada,Limpeza,Limpeza de rotina
5988,93,5,1,2024-04-02 08:00:00,2024-04-02 08:29:00,29,Não Planejada,Mecânica,Parada não planejada por mecânica
5989,93,5,2,2024-04-02 14:00:00,2024-04-02 14:39:00,39,Planejada,Setup,Setup de rotina
5990,93,5,2,2024-04-02 16:00:00,2024-04-02 16:41:00,41,Não Planejada,Falta Material,Parada não planejada por falta material
5991,93,5,3,2024-04-02 22:00:00,2024-04-02 22:53:00,53,Planejada,Limpeza,Limpeza de rotina
5992,93,5,3,2024-04-03 00:00:00,2024-04-03 00:28:00,28,Não Planejada,Elétrica,Parada não planejada por elétrica
5993,93,6,1,2024-04-02 06:00:00,2024-04-02 06:54:00,54,Planejada,Limpeza,Limpeza de rotina
5994,93,6,1,2024-04-02 08:00:00,2024-04-02 08:51:00,51,Não Planejada,Mecânica,Parada não planejada por mecânica
5995,93,6,2,2024-04-02 14:00:00,2024-04-02 14:37:00,37,Planejada,Setup,Setup de rotina
5996,93,6,2,2024-04-02 16:00:00,2024-04-02 16:54:00,54,Não Planejada,Elétrica,Parada não planejada por elétrica
5997,93,6,3,2024-04-02 22:00:00,2024-04-02 22:33:00,33,Planejada,Limpeza,Limpeza de rotina
5998,93,6,3,2024-04-03 00:00:00,2024-04-03 00:27:00,27,Não Planejada,Mecânica,Parada não planejada por mecânica
5999,93,7,1,2024-04-02 06:00:00,2024-04-02 06:57:00,57,Planejada,Setup,Setup de rotina
6000,93,7,2,2024-04-02 14:00:00,2024-04-02 14:49:00,49,Planejada,Setup,Setup de rotina
6001,93,7,2,2024-04-02 16:00:00,2024-04-02 16:06:00,6,Não Planejada,Falta Material,Parada não planejada por falta material
6002,93,7,3,2024-04-02 22:00:00,2024-04-02 22:47:00,47,Planejada,Limpeza,Limpeza de rotina
6003,93,7,3,2024-04-03 00:00:00,2024-04-03 00:36:00,36,Não Planejada,Mecânica,Parada não planejada por mecânica
6004,93,8,1,2024-04-02 06:00:00,2024-04-02 06:59:00,59,Planejada,Setup,Setup de rotina
6005,93,8,1,2024-04-02 08:00:00,2024-04-02 08:54:00,54,Não Planejada,Mecânica,Parada não planejada por mecânica
6006,93,8,2,2024-04-02 14:00:00,2024-04-02 14:56:00,56,Planejada,Limpeza,Limpeza de rotina
6007,93,8,2,2024-04-02 16:00:00,2024-04-02 17:00:00,60,Não Planejada,Falta Material,Parada não planejada por falta material
6008,93,8,3,2024-04-02 22:00:00,2024-04-02 22:55:00,55,Planejada,Setup,Setup de rotina
